plat,model,sopir,hari,hard_brake,idle_minutes,overspeed,jarak_km,suhu_mesin,muatan_ton,tebal_rem_mm,kondisi_ban_pct,kondisi_aki_pct
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,220,18,43,5,310.1,84.9,13.3,3.68,82.6,93.7
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,221,17,37,7,388.0,91.8,12.6,3.65,82.5,93.6
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,222,16,22,4,346.9,87.9,13.9,3.62,82.4,93.6
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,223,14,33,8,329.9,91.9,15.0,3.59,82.4,93.6
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,224,16,28,8,323.8,83.1,14.7,3.56,82.3,93.6
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,225,12,30,6,473.0,84.6,13.4,3.53,82.2,93.6
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,226,16,27,7,417.3,85.7,15.3,3.49,82.1,93.6
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,227,15,31,6,330.1,86.4,14.2,3.46,82.0,93.6
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,228,16,38,3,345.6,82.1,13.6,3.43,82.0,93.6
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,229,15,41,6,365.3,89.0,15.6,3.4,81.9,93.5
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,230,15,35,6,321.2,84.3,11.0,3.38,81.8,93.5
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,231,13,24,8,361.4,86.3,13.1,3.35,81.8,93.5
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,232,15,30,6,364.5,84.1,12.9,3.32,81.7,93.5
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,233,17,35,5,330.6,83.6,13.9,3.29,81.6,93.5
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,234,16,35,10,374.2,87.3,12.8,3.26,81.5,93.5
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,235,14,30,3,404.6,85.1,13.0,3.23,81.5,93.5
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,236,15,38,6,350.9,88.9,13.5,3.2,81.4,93.5
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,237,15,25,4,384.3,82.8,14.3,3.17,81.3,93.4
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,238,15,33,5,401.0,91.8,14.4,3.13,81.2,93.4
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,239,15,31,4,348.8,83.7,11.7,3.1,81.2,93.4
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,240,16,40,5,364.4,89.7,14.3,3.07,81.1,93.4
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,241,12,34,8,364.6,88.3,14.4,3.05,81.0,93.4
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,242,13,31,7,395.9,89.9,12.9,3.02,80.9,93.4
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,243,16,42,5,432.8,91.6,17.4,2.98,80.8,93.4
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,244,15,36,7,394.9,90.0,15.0,2.94,80.8,93.3
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,245,15,42,5,351.3,91.3,12.4,2.92,80.7,93.3
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,246,13,39,7,302.9,85.4,12.5,2.89,80.6,93.3
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,247,17,33,9,355.5,86.0,13.6,2.86,80.6,93.3
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,248,14,36,10,332.4,85.7,14.1,2.83,80.5,93.3
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,249,17,26,7,306.0,88.3,13.4,2.81,80.4,93.3
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,250,10,37,7,319.2,84.7,12.3,2.79,80.3,93.3
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,251,16,40,5,321.3,86.5,17.0,2.76,80.3,93.3
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,252,16,29,7,275.3,88.8,16.2,2.73,80.2,93.2
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,253,18,39,5,279.5,82.4,10.4,2.71,80.2,93.2
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,254,16,34,8,429.5,86.9,14.2,2.67,80.1,93.2
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,255,14,33,7,341.4,85.7,14.0,2.65,80.0,93.2
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,256,17,31,6,364.5,90.1,13.7,2.61,79.9,93.2
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,257,13,32,8,462.8,82.7,12.6,2.58,79.8,93.2
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,258,14,36,7,302.0,83.5,14.2,2.55,79.8,93.2
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,259,14,40,7,381.5,86.3,17.1,2.52,79.7,93.2
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,260,13,39,4,292.0,84.8,16.1,2.5,79.6,93.1
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,261,15,31,7,352.9,85.2,12.2,2.47,79.5,93.1
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,262,18,36,9,402.7,88.3,13.4,2.43,79.4,93.1
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,263,13,34,4,386.8,91.5,13.7,2.4,79.4,93.1
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,264,17,31,6,306.2,80.3,14.0,2.38,79.3,93.1
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,265,15,41,7,395.5,83.7,14.6,2.34,79.2,93.1
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,266,18,37,9,462.0,85.8,13.1,2.3,79.1,93.1
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,267,13,26,5,417.4,80.0,12.7,2.27,79.0,93.1
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,268,15,30,5,322.8,85.9,13.1,2.24,79.0,93.0
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,269,13,41,8,275.1,78.4,15.4,2.22,78.9,93.0
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,270,12,36,4,422.4,94.3,14.2,2.19,78.8,93.0
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,271,15,33,7,382.2,89.7,13.2,2.16,78.8,93.0
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,272,15,32,5,348.7,83.9,15.5,2.13,78.7,93.0
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,273,13,37,5,366.2,85.1,12.4,2.1,78.6,93.0
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,274,16,33,7,327.4,82.7,15.4,2.07,78.5,93.0
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,275,16,31,6,408.3,85.3,13.6,2.04,78.5,92.9
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,276,15,32,7,341.7,84.3,14.8,2.01,78.4,92.9
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,277,13,47,9,379.2,87.9,14.5,1.98,78.3,92.9
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,278,14,37,5,378.7,89.3,13.5,1.95,78.2,92.9
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,279,14,28,8,322.6,86.1,14.4,1.93,78.2,92.9
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,280,15,39,6,288.4,82.7,13.2,1.9,78.1,92.9
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,281,13,33,8,330.2,85.5,14.0,1.88,78.0,92.9
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,282,14,34,7,399.7,89.7,16.7,1.84,77.9,92.9
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,283,16,48,5,466.0,85.5,13.6,1.8,77.8,92.8
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,284,15,34,6,319.1,89.1,13.3,1.78,77.8,92.8
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,285,16,44,6,394.7,88.3,16.9,1.74,77.7,92.8
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,286,14,40,4,323.7,87.7,15.8,1.72,77.6,92.8
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,287,12,40,6,267.3,87.2,16.2,1.7,77.6,92.8
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,288,13,34,5,325.2,90.9,13.6,1.67,77.5,92.8
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,289,18,42,6,323.4,84.0,12.8,1.64,77.4,92.8
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,290,16,35,5,265.8,87.0,13.4,1.62,77.4,92.8
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,291,14,37,2,266.7,93.5,13.3,1.6,77.3,92.8
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,292,10,26,10,312.3,90.1,14.2,1.58,77.3,92.7
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,293,14,40,3,271.7,85.2,12.3,1.56,77.2,92.7
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,294,14,40,6,424.2,87.2,15.3,1.52,77.1,92.7
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,295,15,31,8,312.0,87.7,15.0,1.49,77.1,92.7
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,296,16,28,8,297.2,89.1,14.7,1.47,77.0,92.7
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,297,16,28,7,410.7,87.2,12.9,1.43,76.9,92.7
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,298,17,36,4,301.7,85.1,16.0,1.41,76.9,92.7
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,299,17,43,6,401.2,83.2,14.0,1.37,76.8,92.7
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,300,16,28,6,443.8,88.3,15.2,1.33,76.7,92.6
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,301,10,44,6,308.7,86.1,12.1,1.31,76.6,92.6
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,302,17,33,5,341.8,90.0,14.2,1.28,76.5,92.6
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,303,12,38,5,232.4,91.1,14.6,1.26,76.5,92.6
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,304,15,33,8,520.8,88.0,12.7,1.22,76.4,92.6
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,305,14,37,3,369.4,88.0,15.7,1.19,76.3,92.6
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,306,17,36,8,463.0,86.7,14.5,1.15,76.2,92.6
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,307,11,26,5,326.6,83.4,14.0,1.13,76.2,92.5
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,308,14,41,5,225.2,87.0,14.0,1.11,76.1,92.5
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,309,13,35,5,369.1,94.5,11.7,1.08,76.0,92.5
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,310,14,31,6,407.1,88.3,15.1,1.05,76.0,92.5
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,311,15,27,4,392.0,87.2,15.6,1.02,75.9,92.5
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,312,15,28,5,382.1,88.8,15.1,0.98,75.8,92.5
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,313,13,28,6,430.2,84.6,14.6,0.95,75.7,92.5
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,314,16,39,9,436.9,84.9,11.3,0.91,75.6,92.5
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,315,13,35,6,459.2,86.7,14.8,0.88,75.5,92.4
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,316,15,33,3,346.7,96.4,12.4,0.85,75.5,92.4
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,317,11,47,7,361.3,90.7,12.9,0.82,75.4,92.4
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,318,15,41,9,286.7,90.5,14.5,0.8,75.3,92.4
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,319,15,35,4,404.0,84.3,12.6,0.77,75.2,92.4
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,320,17,40,6,410.4,90.9,15.7,0.73,75.2,92.4
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,321,14,41,6,445.9,86.3,13.5,0.7,75.1,92.4
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,322,14,36,7,377.7,87.7,14.9,0.67,75.0,92.3
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,323,14,30,5,404.6,88.1,11.6,0.63,74.9,92.3
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,324,17,46,5,369.5,85.2,14.8,0.6,74.8,92.3
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,325,12,34,8,419.0,87.9,13.6,0.57,74.7,92.3
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,326,12,30,5,312.6,86.8,13.6,0.55,74.7,92.3
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,327,15,42,6,274.9,84.5,14.8,0.52,74.6,92.3
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,328,16,37,8,340.8,92.8,15.1,0.49,74.5,92.3
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,329,10,46,5,294.1,88.2,11.7,0.48,74.5,92.3
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,330,13,44,7,395.7,84.7,12.0,0.45,74.4,92.2
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,331,16,40,7,362.5,83.7,17.2,0.41,74.3,92.2
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,332,16,34,6,359.2,89.9,14.2,0.38,74.3,92.2
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,333,17,36,6,386.3,88.5,13.8,0.35,74.2,92.2
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,334,13,37,6,320.5,84.1,14.5,0.32,74.1,92.2
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,335,16,33,5,305.3,87.8,13.0,0.3,74.1,92.2
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,336,19,32,3,349.3,86.4,15.4,0.26,74.0,92.2
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,337,15,30,6,369.0,80.2,15.7,0.23,73.9,92.2
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,338,13,43,7,385.6,90.1,14.7,0.2,73.8,92.1
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,339,16,34,7,318.7,85.6,16.6,0.17,73.8,92.1
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,340,13,36,6,333.9,88.2,14.8,0.15,73.7,92.1
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,341,13,36,5,394.4,87.2,14.1,0.12,73.6,92.1
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,342,16,33,8,298.8,90.9,13.3,0.09,73.5,92.1
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,343,11,33,5,332.5,87.3,15.4,0.07,73.5,92.1
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,344,14,31,4,325.2,81.0,13.1,0.04,73.4,92.1
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,345,17,30,7,283.5,92.0,16.4,0.02,73.3,92.1
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,346,16,47,7,393.3,90.4,14.2,0.0,73.3,92.0
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,347,12,40,5,329.1,87.5,14.7,0.0,73.2,92.0
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,348,15,39,5,348.7,89.2,16.3,0.0,73.1,92.0
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,349,19,37,7,460.0,84.6,14.8,0.0,73.0,92.0
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,350,16,44,4,299.3,86.7,14.5,0.0,73.0,92.0
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,351,17,38,6,373.9,87.6,16.3,0.0,72.9,92.0
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,352,15,33,7,361.9,81.9,14.0,0.0,72.8,92.0
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,353,15,32,8,307.8,88.0,13.8,0.0,72.7,92.0
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,354,15,37,4,361.5,93.5,12.0,0.0,72.7,91.9
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,355,15,42,7,388.8,79.5,14.8,0.0,72.6,91.9
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,356,13,37,6,476.3,88.3,13.9,0.0,72.5,91.9
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,357,12,36,7,346.6,85.1,13.3,0.0,72.4,91.9
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,358,16,39,8,296.3,88.2,13.8,0.0,72.4,91.9
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,359,15,37,7,380.1,83.5,13.0,0.0,72.3,91.9
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,360,18,34,7,409.0,88.0,14.7,0.0,72.2,91.9
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,361,17,22,5,376.8,90.8,14.1,0.0,72.1,91.8
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,362,13,30,7,339.0,86.6,14.8,0.0,72.0,91.8
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,363,9,47,5,364.3,81.5,13.5,0.0,72.0,91.8
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,364,17,23,8,335.9,88.1,14.9,0.0,71.9,91.8
KT 9012 AB,UD Quester GWE 280,Rahmat Hidayat,365,16,30,6,270.6,88.1,16.2,0.0,71.8,91.8
B 9456 XY,UD Quester GWE 280,Agus Wijaya,1,12,24,4,346.7,86.5,12.7,9.68,97.2,99.2
B 9456 XY,UD Quester GWE 280,Agus Wijaya,2,11,31,3,242.4,86.8,9.9,9.67,97.2,99.2
B 9456 XY,UD Quester GWE 280,Agus Wijaya,3,11,23,2,234.8,84.2,13.3,9.65,97.2,99.2
B 9456 XY,UD Quester GWE 280,Agus Wijaya,4,9,33,4,358.1,82.7,11.9,9.63,97.1,99.2
B 9456 XY,UD Quester GWE 280,Agus Wijaya,5,11,24,5,164.6,91.8,13.1,9.62,97.1,99.2
B 9456 XY,UD Quester GWE 280,Agus Wijaya,6,10,22,3,321.5,87.5,11.8,9.6,97.0,99.1
B 9456 XY,UD Quester GWE 280,Agus Wijaya,7,13,20,2,385.7,86.3,13.8,9.57,96.9,99.1
B 9456 XY,UD Quester GWE 280,Agus Wijaya,8,9,20,4,240.7,86.7,11.0,9.55,96.9,99.1
B 9456 XY,UD Quester GWE 280,Agus Wijaya,9,8,26,2,187.0,84.9,9.7,9.54,96.9,99.1
B 9456 XY,UD Quester GWE 280,Agus Wijaya,10,12,17,1,269.8,85.0,12.6,9.52,96.8,99.1
B 9456 XY,UD Quester GWE 280,Agus Wijaya,11,11,19,5,338.8,80.9,11.8,9.5,96.8,99.1
B 9456 XY,UD Quester GWE 280,Agus Wijaya,12,10,27,4,282.3,86.5,10.6,9.48,96.7,99.1
B 9456 XY,UD Quester GWE 280,Agus Wijaya,13,12,32,7,168.1,84.0,9.4,9.47,96.7,99.1
B 9456 XY,UD Quester GWE 280,Agus Wijaya,14,6,26,3,302.5,86.0,13.6,9.45,96.6,99.1
B 9456 XY,UD Quester GWE 280,Agus Wijaya,15,11,43,5,387.3,77.6,13.8,9.43,96.5,99.1
B 9456 XY,UD Quester GWE 280,Agus Wijaya,16,10,14,5,269.3,86.3,13.3,9.41,96.5,99.0
B 9456 XY,UD Quester GWE 280,Agus Wijaya,17,8,31,4,360.4,83.9,11.4,9.39,96.4,99.0
B 9456 XY,UD Quester GWE 280,Agus Wijaya,18,11,26,3,258.7,80.9,11.4,9.37,96.4,99.0
B 9456 XY,UD Quester GWE 280,Agus Wijaya,19,12,24,6,275.8,80.3,12.8,9.35,96.3,99.0
B 9456 XY,UD Quester GWE 280,Agus Wijaya,20,9,24,6,222.2,85.0,11.9,9.34,96.3,99.0
B 9456 XY,UD Quester GWE 280,Agus Wijaya,21,12,30,4,266.2,86.0,13.7,9.32,96.2,99.0
B 9456 XY,UD Quester GWE 280,Agus Wijaya,22,11,24,5,288.1,80.5,12.3,9.3,96.2,99.0
B 9456 XY,UD Quester GWE 280,Agus Wijaya,23,8,28,3,288.0,85.7,15.2,9.28,96.1,99.0
B 9456 XY,UD Quester GWE 280,Agus Wijaya,24,12,33,7,312.9,85.4,10.6,9.26,96.1,99.0
B 9456 XY,UD Quester GWE 280,Agus Wijaya,25,10,21,3,388.9,84.9,10.9,9.23,96.0,99.0
B 9456 XY,UD Quester GWE 280,Agus Wijaya,26,13,31,6,175.7,90.4,11.3,9.22,96.0,98.9
B 9456 XY,UD Quester GWE 280,Agus Wijaya,27,12,40,7,232.2,80.2,13.9,9.2,95.9,98.9
B 9456 XY,UD Quester GWE 280,Agus Wijaya,28,11,22,5,277.0,86.7,12.1,9.18,95.9,98.9
B 9456 XY,UD Quester GWE 280,Agus Wijaya,29,12,20,6,324.4,86.5,10.5,9.16,95.8,98.9
B 9456 XY,UD Quester GWE 280,Agus Wijaya,30,14,25,5,268.2,85.3,12.4,9.14,95.8,98.9
B 9456 XY,UD Quester GWE 280,Agus Wijaya,31,5,29,7,315.7,81.7,12.8,9.12,95.7,98.9
B 9456 XY,UD Quester GWE 280,Agus Wijaya,32,13,28,4,272.7,83.8,12.9,9.1,95.6,98.9
B 9456 XY,UD Quester GWE 280,Agus Wijaya,33,8,23,6,375.9,80.1,10.5,9.08,95.6,98.9
B 9456 XY,UD Quester GWE 280,Agus Wijaya,34,10,31,1,283.0,83.1,13.7,9.06,95.5,98.9
B 9456 XY,UD Quester GWE 280,Agus Wijaya,35,7,26,3,366.8,86.3,11.2,9.04,95.5,98.9
B 9456 XY,UD Quester GWE 280,Agus Wijaya,36,12,23,6,273.0,87.7,12.6,9.02,95.4,98.8
B 9456 XY,UD Quester GWE 280,Agus Wijaya,37,17,25,5,259.6,84.6,8.5,9.0,95.4,98.8
B 9456 XY,UD Quester GWE 280,Agus Wijaya,38,12,33,5,213.7,82.1,8.8,8.98,95.3,98.8
B 9456 XY,UD Quester GWE 280,Agus Wijaya,39,13,19,4,277.5,89.0,12.1,8.96,95.3,98.8
B 9456 XY,UD Quester GWE 280,Agus Wijaya,40,12,29,6,272.8,90.2,9.4,8.94,95.2,98.8
B 9456 XY,UD Quester GWE 280,Agus Wijaya,41,12,20,3,317.3,86.2,12.8,8.92,95.2,98.8
B 9456 XY,UD Quester GWE 280,Agus Wijaya,42,8,34,3,243.8,86.5,11.6,8.91,95.1,98.8
B 9456 XY,UD Quester GWE 280,Agus Wijaya,43,11,12,4,298.0,83.0,9.3,8.89,95.1,98.8
B 9456 XY,UD Quester GWE 280,Agus Wijaya,44,10,25,3,185.0,89.3,11.2,8.88,95.0,98.8
B 9456 XY,UD Quester GWE 280,Agus Wijaya,45,10,11,6,260.3,84.8,13.5,8.86,95.0,98.8
B 9456 XY,UD Quester GWE 280,Agus Wijaya,46,9,31,1,316.3,89.3,11.2,8.84,94.9,98.7
B 9456 XY,UD Quester GWE 280,Agus Wijaya,47,13,36,4,267.4,81.9,11.3,8.82,94.9,98.7
B 9456 XY,UD Quester GWE 280,Agus Wijaya,48,9,20,6,242.6,85.3,12.0,8.8,94.8,98.7
B 9456 XY,UD Quester GWE 280,Agus Wijaya,49,14,22,5,329.5,89.0,11.3,8.78,94.8,98.7
B 9456 XY,UD Quester GWE 280,Agus Wijaya,50,9,19,7,362.1,84.4,14.5,8.76,94.7,98.7
B 9456 XY,UD Quester GWE 280,Agus Wijaya,51,10,30,4,307.9,85.4,11.4,8.74,94.6,98.7
B 9456 XY,UD Quester GWE 280,Agus Wijaya,52,13,30,6,303.6,81.8,14.2,8.71,94.6,98.7
B 9456 XY,UD Quester GWE 280,Agus Wijaya,53,10,27,5,305.7,87.3,13.4,8.69,94.5,98.7
B 9456 XY,UD Quester GWE 280,Agus Wijaya,54,10,35,4,304.5,83.4,11.1,8.67,94.5,98.7
B 9456 XY,UD Quester GWE 280,Agus Wijaya,55,13,44,4,352.8,83.6,12.0,8.65,94.4,98.7
B 9456 XY,UD Quester GWE 280,Agus Wijaya,56,14,19,2,281.2,86.5,12.6,8.62,94.4,98.6
B 9456 XY,UD Quester GWE 280,Agus Wijaya,57,11,26,5,125.7,82.3,11.9,8.61,94.3,98.6
B 9456 XY,UD Quester GWE 280,Agus Wijaya,58,12,34,3,366.1,83.2,11.8,8.59,94.3,98.6
B 9456 XY,UD Quester GWE 280,Agus Wijaya,59,12,24,6,263.7,83.4,13.4,8.57,94.2,98.6
B 9456 XY,UD Quester GWE 280,Agus Wijaya,60,9,27,2,386.1,88.2,15.6,8.54,94.1,98.6
B 9456 XY,UD Quester GWE 280,Agus Wijaya,61,13,19,5,235.5,89.3,10.6,8.53,94.1,98.6
B 9456 XY,UD Quester GWE 280,Agus Wijaya,62,8,16,3,248.1,80.8,14.6,8.51,94.1,98.6
B 9456 XY,UD Quester GWE 280,Agus Wijaya,63,12,28,6,300.1,82.3,9.8,8.49,94.0,98.6
B 9456 XY,UD Quester GWE 280,Agus Wijaya,64,9,34,2,305.4,87.7,12.4,8.47,94.0,98.6
B 9456 XY,UD Quester GWE 280,Agus Wijaya,65,11,29,5,374.5,81.4,12.3,8.45,93.9,98.6
B 9456 XY,UD Quester GWE 280,Agus Wijaya,66,7,13,4,315.9,89.4,15.1,8.43,93.8,98.5
B 9456 XY,UD Quester GWE 280,Agus Wijaya,67,13,30,4,201.8,84.1,13.7,8.41,93.8,98.5
B 9456 XY,UD Quester GWE 280,Agus Wijaya,68,12,18,5,315.1,85.6,12.0,8.39,93.7,98.5
B 9456 XY,UD Quester GWE 280,Agus Wijaya,69,12,29,3,311.0,84.0,10.1,8.37,93.7,98.5
B 9456 XY,UD Quester GWE 280,Agus Wijaya,70,9,16,6,305.6,83.5,13.8,8.35,93.6,98.5
B 9456 XY,UD Quester GWE 280,Agus Wijaya,71,11,17,3,375.8,82.5,12.4,8.32,93.5,98.5
B 9456 XY,UD Quester GWE 280,Agus Wijaya,72,12,29,8,221.3,81.3,10.5,8.31,93.5,98.5
B 9456 XY,UD Quester GWE 280,Agus Wijaya,73,10,32,3,347.2,84.7,10.6,8.28,93.4,98.5
B 9456 XY,UD Quester GWE 280,Agus Wijaya,74,7,16,3,276.7,88.6,13.0,8.27,93.4,98.5
B 9456 XY,UD Quester GWE 280,Agus Wijaya,75,9,28,7,389.1,83.6,13.2,8.24,93.3,98.4
B 9456 XY,UD Quester GWE 280,Agus Wijaya,76,13,16,3,408.1,83.6,8.2,8.21,93.2,98.4
B 9456 XY,UD Quester GWE 280,Agus Wijaya,77,10,32,4,325.3,87.4,11.5,8.19,93.2,98.4
B 9456 XY,UD Quester GWE 280,Agus Wijaya,78,10,26,4,289.0,84.8,11.0,8.17,93.1,98.4
